Name,X [ ],Y [ ],DeltaE [kcal/mol],Reaction,HOMO Energy [eV],Mulliken Charge [a.u],Molecular Weight in [a.u.],Molecular Shape [ ],Molecular Volume [A^3],L1,L2,bond type
Cu_1.83,-4.117085852464e+00,-1.221882505653e+01,-6.501318,Stille,NAN,NAN,411.132,0.38889,511.7119,1,83,2
Cu_18.40,-4.854982199056e+00,3.864860827876e+00,-3.464442,Stille,NAN,NAN,435.157,0.34615,696.6428,18,40,2
Cu_18.41,-8.303793729436e+00,3.046680367849e+00,-1.410545,Stille,NAN,NAN,587.353,0.34211,1280.262,18,41,2
Cu_18.42,-3.568363986582e+00,4.325972323475e+00,0.856778,Hiyama,NAN,NAN,417.870,0.40909,673.8074,18,42,2
Cu_18.43,-4.223715560894e+00,4.077898527202e+00,6.104569,None,NAN,NAN,445.924,0.375,649.4086,18,43,2
Cu_18.44,-4.305523294264e+00,4.083169317173e+00,4.335903,Hiyama,NAN,NAN,405.087,0.375,712.8848,18,44,2
Cu_18.45,-6.489623980666e+00,3.604039115438e+00,3.104740,Hiyama,NAN,NAN,511.255,0.34375,1147.740,18,45,2
Cu_18.46,-6.768714541717e+00,3.530694772946e+00,-2.182724,Stille,NAN,NAN,531.245,0.35294,1149.090,18,46,2
Cu_18.47,-7.214856610520e+00,3.400711314570e+00,-4.007320,Stille,NAN,NAN,545.272,0.34286,1206.549,18,47,2
Cu_18.48,-4.892685814851e+00,4.109854408587e+00,-3.236340,Stille,NAN,NAN,441.120,0.40741,790.6888,18,48,2
Cu_18.49,-4.715368578735e+00,4.153428099200e+00,-4.396787,Stille,NAN,NAN,439.105,0.40741,707.3476,18,49,2
Cu_1.84,-5.188510148277e+00,-1.048894862652e+01,-3.227170,Stille,NAN,NAN,468.274,0.43478,878.1774,1,84,2
Cu_18.50,6.423883118704e+00,-5.799245080376e+00,7.416680,None,NAN,NAN,360.003,0.42857,702.2814,18,50,2
Cu_18.51,5.931333778102e+00,-5.758081058516e+00,7.717054,None,NAN,NAN,394.448,0.40909,683.4032,18,51,2
Cu_18.52,5.871346688948e+00,-5.740230139658e+00,7.730480,None,NAN,NAN,394.448,0.40909,705.0526,18,52,2
Cu_18.53,6.383674637308e+00,-5.704493555544e+00,7.629861,None,NAN,NAN,394.448,0.45455,695.1002,18,53,2
Cu_18.54,6.003670216247e+00,-5.770719128358e+00,7.370000,None,-9.52477,-0.408846,377.993,0.40909,715.2575,18,54,2
Cu_18.55,6.183038596418e+00,-5.831312066653e+00,8.251963,None,NAN,NAN,377.993,0.40909,650.6356,18,55,2
Cu_18.56,6.502294812497e+00,-5.735637607242e+00,7.612517,None,NAN,NAN,377.993,0.45455,699.9933,18,56,2
Cu_18.57,5.942889521563e+00,-5.767478383482e+00,8.917358,None,NAN,NAN,374.030,0.40909,696.6168,18,57,2
Cu_18.58,6.005204957948e+00,-5.788934896553e+00,6.616254,None,NAN,NAN,374.030,0.40909,673.5395,18,58,2
Cu_18.59,6.373659598353e+00,-5.703837001666e+00,7.907219,None,NAN,NAN,374.030,0.45455,718.0803,18,59,2
Cu_1.85,9.533436860088e+00,-6.192518089979e+00,1.429554,Hiyama,NAN,NAN,348.079,0.5625,205.7539,1,85,2
Cu_18.60,5.642217192066e+00,-5.755456735273e+00,-0.067243,Stille,NAN,NAN,390.029,0.3913,705.1019,18,60,2
Cu_18.61,6.128110938789e+00,-5.720737844195e+00,5.898633,None,NAN,NAN,390.029,0.43478,668.4384,18,61,2
Cu_18.62,6.284619329443e+00,-5.568817867246e+00,6.856604,None,NAN,NAN,390.029,0.47826,802.9600,18,62,2
Cu_18.63,5.810412333733e+00,-5.563231606674e+00,8.776002,None,NAN,NAN,403.072,0.45833,781.3424,18,63,2
Cu_18.64,5.644822884014e+00,-5.777488598359e+00,7.142505,None,NAN,NAN,388.057,0.3913,663.1712,18,64,2
Cu_18.65,5.342973871547e+00,-5.611776415068e+00,8.138749,None,NAN,NAN,402.084,0.41667,758.4984,18,65,2
Cu_18.66,5.761684403037e+00,-5.696703295766e+00,15.600000,None,-9.70388,-0.435060,413.973,0.41667,709.2996,18,66,2
Cu_18.67,6.650108233112e+00,-2.009297861910e+01,9.288364,None,NAN,NAN,348.976,0.4,622.7508,18,67,2
Cu_18.68,6.880492229613e+00,-1.993793419951e+01,10.272989,None,NAN,NAN,338.981,0.42105,621.1478,18,68,2
Cu_18.69,6.554173059967e+00,-6.402242018371e+00,7.097564,None,NAN,NAN,340.013,0.36842,536.4807,18,69,2
Cu_1.86,1.004210501763e+01,-5.871225928642e+00,2.029260,Hiyama,NAN,NAN,346.063,0.625,292.9641,1,86,2
Cu_18.70,5.373917071062e+00,-5.620185449067e+00,6.342667,None,NAN,NAN,402.084,0.41667,746.0785,18,70,2
Cu_18.71,-2.162481227243e+00,4.571174909590e+00,13.124801,None,NAN,NAN,308.911,0.41176,482.1089,18,71,2
Cu_18.72,-6.789121594026e+00,-1.015730136889e+01,1.354401,Hiyama,NAN,NAN,482.129,0.34483,746.2581,18,72,2
Cu_18.73,-7.546638524864e+00,-9.573639228296e+00,13.576166,None,NAN,NAN,541.153,0.33333,1025.043,18,73,2
Cu_18.74,-5.499697183812e+00,-1.095249166629e+01,4.054190,Hiyama,NAN,NAN,400.068,0.36364,623.9841,18,74,2
Cu_18.75,-5.623970263539e+00,-1.083836553688e+01,0.165726,Hiyama,NAN,NAN,419.027,0.34783,719.3586,18,75,2
Cu_18.76,-1.020416468806e+01,2.194894232697e+00,5.027048,Hiyama,NAN,NAN,669.498,0.25,1525.589,18,76,2
Cu_18.77,-9.810745735376e+00,2.175297307170e+00,11.579761,None,NAN,NAN,670.506,0.36667,1420.909,18,77,2
Cu_18.78,-3.014652804477e+00,4.360616612677e+00,17.545851,None,NAN,NAN,348.956,0.4,610.8957,18,78,2
Cu_18.79,6.622521831156e+00,-5.985593707686e+00,23.339062,None,NAN,NAN,349.964,0.4,610.9113,18,79,2
Cu_1.87,1.002645567600e+01,-6.673401972901e+00,8.125194,None,NAN,NAN,283.993,0.54545,136.1847,1,87,2
Cu_18.80,6.754329709882e+00,-2.005170232299e+01,19.342385,None,NAN,NAN,349.964,0.4,638.7081,18,80,2
Cu_18.81,-8.700477717396e+00,-9.067840415551e+00,6.548855,None,NAN,NAN,561.187,0.28571,1238.610,18,81,2
Cu_18.82,-5.977401880150e+00,-1.072093607139e+01,0.362123,Hiyama,NAN,NAN,445.113,0.32,649.2024,18,82,2
Cu_18.83,-6.537616376069e+00,-1.032400618717e+01,5.428746,Hiyama,NAN,NAN,490.146,0.32143,716.0038,18,83,2
Cu_18.84,-7.972949987328e+00,-8.981743583107e+00,11.236452,None,NAN,NAN,547.288,0.36364,1239.528,18,84,2
Cu_18.85,4.896110867927e+00,-5.478691238439e+00,3.803771,Hiyama,NAN,NAN,427.094,0.42308,877.1652,18,85,2
Cu_18.86,5.301821246046e+00,-5.383037172988e+00,5.515312,Hiyama,NAN,NAN,425.078,0.46154,849.0848,18,86,2
Cu_18.87,6.265486266464e+00,-6.021170981193e+00,1.194742,Hiyama,NAN,NAN,363.007,0.38095,622.9760,18,87,2
Cu_18.88,6.368453785078e+00,-5.577599989798e+00,5.066932,Hiyama,NAN,NAN,391.017,0.47826,819.7378,18,88,2
Cu_18.89,5.338072868309e+00,-5.755820075241e+00,5.047173,Hiyama,NAN,NAN,403.072,0.375,704.6678,18,89,2
Cu_1.88,1.148716716528e+01,-6.090293293031e+00,10.045685,None,NAN,NAN,312.003,0.69231,128.7842,1,88,2
Cu_18.90,4.333820555411e+00,-5.417190736732e+00,19.318437,None,NAN,NAN,452.100,0.39286,1052.958,18,90,2
Cu_1.89,9.220630769059e+00,-6.582462340378e+00,3.849260,Hiyama,NAN,NAN,324.057,0.5,199.5285,1,89,2
Cu_1.8,-5.791362243435e+00,-1.061523888931e+01,11.386192,None,NAN,NAN,483.329,0.375,633.9753,1,8,2
Cu_1.90,8.661872186582e+00,-6.374300480976e+00,17.209992,None,NAN,NAN,373.085,0.5,215.6013,1,90,2
Cu_19.19,-1.135297123972e+00,-1.318162864736e+01,-17.160000,Kumada,-10.1032,-0.399613,341.861,0.57895,439.2373,19,19,2
Cu_19.20,-3.870775725558e+00,-1.005581211631e+01,-16.770000,Kumada,-9.83809,-0.604603,401.912,0.47826,1048.240,19,20,2
Cu_19.21,-6.033504580466e+00,-1.019957271783e+01,-13.430000,Kumada,-9.52177,-0.530611,446.012,0.40741,794.2748,19,21,2
Cu_19.22,-6.009250121878e+00,-8.845048327541e+00,1.500000,Hiyama,-9.12107,-0.647965,490.109,0.45,972.5742,19,22,2
Cu_19.23,-7.629979953412e+00,-9.024526302978e+00,4.502684,Hiyama,NAN,NAN,520.178,0.375,1218.008,19,23,2
Cu_19.24,-6.647174219103e+00,-9.965785592322e+00,-13.110000,Kumada,-9.34973,-0.584555,472.050,0.37931,880.9722,19,24,2
Cu_19.25,-6.936473273441e+00,-9.747236784735e+00,-13.680000,Kumada,-9.34102,-0.542014,480.029,0.36667,1010.879,19,25,2
Cu_19.26,-7.233369206805e+00,-9.530368253240e+00,-11.870000,Kumada,-8.89922,-0.414444,496.028,0.35484,1133.543,19,26,2
Cu_19.27,-6.787179315659e+00,-9.246967839251e+00,-19.680000,Kumada,-9.46189,-0.516322,480.029,0.4,1138.398,19,27,2
Cu_19.28,-1.395446687185e+00,-1.338857756684e+01,-3.380000,Stille,-10.168,-0.312175,351.809,0.57895,493.3464,19,28,2
Cu_19.29,-1.402519689265e+00,-1.354606256218e+01,-15.478900,Kumada,-9.44501,-0.376361,348.856,0.57895,359.0532,19,29,2
Cu_19.30,-6.338910858873e+00,-1.001862963417e+01,-10.248915,Negishi,NAN,NAN,475.098,0.39286,963.5433,19,30,2
Cu_19.31,-4.682850359084e+00,-1.095732427668e+01,-19.255900,Kumada,-8.72119,-0.476258,419.979,0.45833,749.6093,19,31,2
Cu_19.32,-1.080642844905e+00,4.740720855327e+00,-12.800000,Kumada,-9.9731,-0.315706,298.836,0.52941,510.6422,19,32,2
Cu_19.33,-1.140841174996e+00,4.622638639407e+00,-17.594800,Kumada,-9.57186,-0.421867,326.890,0.52632,428.3255,19,33,2
Cu_19.34,-2.689128891706e+00,4.691199848802e+00,-16.338800,Kumada,-9.44011,-0.508280,354.943,0.47619,580.1600,19,34,2
Cu_19.35,-3.035214203038e+00,4.401895022885e+00,-11.530000,Kumada,-9.32877,-0.457955,382.997,0.43478,432.5928,19,35,2
Cu_19.36,-4.752806217479e+00,4.430574144306e+00,-13.562871,Kumada,NAN,NAN,435.073,0.44444,878.7833,19,36,2
Cu_19.37,-7.167185533268e+00,8.935488300072e+00,-23.468000,Kumada,-9.02389,-0.553641,506.131,0.54167,1185.285,19,37,2
Cu_19.38,-1.047477480018e+00,4.775716733597e+00,-16.793800,Kumada,-9.76404,-0.322172,300.852,0.52941,455.1911,19,38,2
Cu_19.39,-1.097478802512e+00,4.830384973816e+00,-21.066300,Kumada,-9.55281,-0.485000,328.905,0.52632,525.6063,19,39,2
Cu_19.40,-2.653589238250e+00,4.690650545032e+00,-20.309100,Kumada,-9.34647,-0.468808,356.959,0.47619,551.2455,19,40,2
Cu_19.41,-6.107156936531e+00,3.975764780178e+00,-15.161900,Kumada,-8.7152,-0.450547,509.155,0.39394,855.1335,19,41,2
Cu_19.42,-2.401740079662e-01,4.565309135001e+00,-15.030000,Kumada,-10.0961,-0.208759,339.672,0.58824,356.7140,19,42,2
Cu_19.43,-1.195243083712e+00,4.589243334992e+00,-10.590000,Negishi,-9.84135,-0.308234,367.726,0.52632,449.2871,19,43,2
Cu_19.44,-1.188163908750e+00,4.591630823637e+00,-12.130083,Kumada,NAN,NAN,326.890,0.52632,476.7982,19,44,2
Cu_19.45,-4.957574308483e+00,4.503855468555e+00,-14.742885,Kumada,NAN,NAN,433.057,0.44444,1001.111,19,45,2
Cu_19.46,-4.855675104308e+00,4.611242337121e+00,-16.488900,Kumada,-9.00674,-0.401993,453.047,0.44828,739.8678,19,46,2
Cu_19.47,-6.095137064251e+00,4.398472368098e+00,-16.377800,Kumada,-8.80585,-0.485437,467.074,0.43333,1150.115,19,47,2
Cu_19.48,-2.722282078055e+00,5.985063837371e+00,-21.782700,Kumada,-9.00702,-0.261859,362.923,0.54545,738.9789,19,48,2
Cu_19.49,-2.714971364915e+00,5.999954652879e+00,-18.190000,Kumada,-9.57567,-0.512603,360.907,0.54545,743.4724,19,49,2
Cu_19.50,9.840020880575e+00,-5.735509628983e+00,-2.890000,Stille,-10.2968,-0.165445,281.805,0.625,419.2706,19,50,2
Cu_19.51,9.386723891797e+00,-5.910673721757e+00,-6.930000,Stille,-10.1258,-0.184793,316.250,0.58824,379.8506,19,51,2
Cu_19.52,9.335593235121e+00,-5.879463537158e+00,-8.790000,Negishi,-10.3599,-0.155040,316.250,0.58824,430.1166,19,52,2
Cu_19.53,1.004802245444e+01,-5.516358173035e+00,-2.820000,Stille,-10.3694,-0.164700,316.250,0.64706,457.4595,19,53,2
Cu_19.54,9.397440726270e+00,-5.915230935639e+00,-6.880069,Stille,NAN,NAN,299.795,0.58824,403.2528,19,54,2
Cu_19.55,9.406302488514e+00,-5.920597946364e+00,-8.420000,Negishi,-10.3708,-0.159503,299.795,0.58824,394.4415,19,55,2
Cu_19.56,1.010072696362e+01,-5.596928427887e+00,-6.629327,Stille,NAN,NAN,299.795,0.64706,417.4422,19,56,2
Cu_19.57,9.303851037083e+00,-5.802971903693e+00,-10.590000,Negishi,-10.0741,-0.252541,295.832,0.58824,479.4403,19,57,2
Cu_19.58,9.346861854657e+00,-5.843862189559e+00,-3.530000,Stille,-10.2282,-0.163003,295.832,0.58824,430.3171,19,58,2
Cu_19.59,1.011120158140e+01,-5.508344957535e+00,-2.370000,Stille,-10.205,-0.168324,295.832,0.64706,427.0528,19,59,2
Cu_19.60,8.789669300103e+00,-5.826461149447e+00,-8.780000,Negishi,-10.1803,-0.301019,311.831,0.55556,585.9997,19,60,2
Cu_19.61,9.415603765469e+00,-5.449224031381e+00,-8.100000,Negishi,-10.1928,-0.158400,311.831,0.61111,602.9244,19,61,2
Cu_19.62,1.037083870711e+01,-5.278532756477e+00,-6.970000,Stille,-10.1392,-0.168097,311.831,0.66667,473.6972,19,62,2
Cu_19.63,9.763942307894e+00,-5.394406278488e+00,-6.440000,Stille,-9.26154,-0.167232,324.874,0.63158,469.6690,19,63,2
Cu_19.64,8.937532370197e+00,-5.879972596976e+00,-9.720000,Negishi,-10.0953,-0.234461,309.859,0.55556,462.2508,19,64,2
Cu_19.65,8.916876877895e+00,-5.561128048884e+00,-7.630000,Negishi,-9.99788,-0.233919,323.886,0.57895,574.3207,19,65,2
Cu_19.66,9.233923128772e+00,-5.880695149083e+00,-6.293941,Stille,NAN,NAN,335.775,0.57895,417.2072,19,66,2
Cu_19.67,1.039811467988e+01,-1.782728578671e+01,-4.988597,Stille,NAN,NAN,270.778,0.6,366.1069,19,67,2
Cu_19.68,1.052240137085e+01,-1.761879850645e+01,-7.470000,Negishi,-10.2758,-0.104732,260.783,0.64286,382.4932,19,68,2
Cu_19.69,9.500649877734e+00,-6.075725029615e+00,-8.590000,Negishi,-10.2559,-0.218761,261.815,0.57143,360.3544,19,69,2
Cu_19.70,9.204430625069e+00,-5.725776379919e+00,-14.040000,Kumada,-9.53647,-0.160613,323.886,0.57895,365.0266,19,70,2
Cu_19.71,2.387097409216e+00,5.840158616468e+00,1.950000,Hiyama,-10.8336,-0.053469,230.713,0.66667,273.0021,19,71,2
Cu_19.72,-4.719964403135e+00,-1.064304429138e+01,-18.254014,Kumada,NAN,NAN,403.931,0.45833,730.1780,19,72,2
Cu_19.73,-5.259774461233e+00,-1.033270735817e+01,-7.887099,Negishi,NAN,NAN,462.955,0.42857,569.2048,19,73,2
Cu_19.74,-2.051094351583e+00,-1.311630367280e+01,-15.599183,Kumada,NAN,NAN,321.870,0.52941,460.3190,19,74,2
Cu_19.75,-2.690977974041e+00,-1.277380644753e+01,-18.379265,Kumada,NAN,NAN,340.830,0.5,545.9172,19,75,2
Cu_19.76,-9.369900893715e+00,2.998799973289e+00,-4.293794,Stille,NAN,NAN,591.300,0.30769,1699.257,19,76,2
Cu_19.77,-8.140760972913e+00,2.839058091920e+00,-3.836660,Stille,NAN,NAN,593.316,0.30769,1109.956,19,77,2
Cu_19.78,5.649473637749e-01,5.090977266096e+00,3.853496,Hiyama,NAN,NAN,270.758,0.6,380.0017,19,78,2
Cu_19.79,9.683495537998e+00,-5.979506301551e+00,9.516663,None,NAN,NAN,271.766,0.6,394.8907,19,79,2
Cu_19.80,1.045309633956e+01,-1.782105301715e+01,5.265692,Hiyama,NAN,NAN,271.766,0.6,347.8204,19,80,2
Cu_19.81,-6.794691812908e+00,-9.845817190110e+00,-11.606408,Kumada,NAN,NAN,482.989,0.36667,1011.165,19,81,2
Cu_19.82,-4.024172790272e+00,-1.180155197062e+01,-15.399264,Kumada,NAN,NAN,366.915,0.45,620.7476,19,82,2
Cu_19.83,-5.054352851909e+00,-1.084657011000e+01,-17.062627,Kumada,NAN,NAN,411.948,0.43478,805.7589,19,83,2
Cu_19.84,-5.609798787932e+00,-8.899652603191e+00,-11.633979,Kumada,NAN,NAN,469.091,0.46429,1050.376,19,84,2
Cu_19.85,8.181195808915e+00,-5.131436247707e+00,-10.331414,Negishi,NAN,NAN,348.896,0.57143,726.4747,19,85,2
Cu_19.86,9.294404085798e+00,-4.440431729563e+00,-9.720424,Negishi,NAN,NAN,346.880,0.61905,713.7161,19,86,2
Cu_19.87,9.310691554386e+00,-6.047151451396e+00,-6.442351,Stille,NAN,NAN,284.809,0.5625,369.5378,19,87,2
Cu_19.88,1.035520661694e+01,-5.306578435061e+00,-8.257300,Negishi,NAN,NAN,312.819,0.66667,506.2280,19,88,2
Cu_19.89,8.592308005062e+00,-5.957590545298e+00,-9.156056,Negishi,NAN,NAN,324.874,0.52632,418.7038,19,89,2
Cu_19.90,6.879604133552e+00,-5.314893268620e+00,3.777399,Hiyama,NAN,NAN,373.902,0.52174,816.9014,19,90,2
Cu_1.9,-5.888898309848e+00,-1.052783766080e+01,-6.272589,Stille,NAN,NAN,465.186,0.375,752.5175,1,9,2
Cu_20.20,-5.838769720186e+00,-1.045135668871e+01,-10.422938,Negishi,NAN,NAN,461.964,0.40741,761.5693,20,20,2
Cu_20.21,-6.889156760236e+00,-9.969535319594e+00,-16.130000,Kumada,-9.63039,-0.542921,506.064,0.35484,813.2028,20,21,2
Cu_20.22,-8.156025001029e+00,-9.212144246353e+00,3.399586,Hiyama,NAN,NAN,552.176,0.32353,1200.590,20,22,2
Cu_20.23,-8.985994153674e+00,-8.794310097306e+00,9.363203,None,NAN,NAN,580.230,0.33333,1302.148,20,23,2
Cu_20.24,-7.446062012510e+00,-9.761219809569e+00,-12.070000,Kumada,-9.18668,-0.529429,532.102,0.33333,869.1147,20,24,2
Cu_20.25,-8.118264021034e+00,-9.178050855216e+00,-12.840000,Kumada,-9.31925,-0.580677,540.081,0.32353,1235.302,20,25,2
Cu_20.26,-8.092991294518e+00,-9.339386447458e+00,1.100000,Hiyama,-8.92971,-0.408484,556.080,0.31429,1116.179,20,26,2
Cu_20.27,-7.960130581051e+00,-9.076941496092e+00,-24.820000,Suzuki,-8.89868,-0.502607,540.081,0.35294,1236.803,20,27,2
Cu_20.28,-4.132308798640e+00,-1.136723353875e+01,5.000000,Hiyama,-10.3101,-0.183926,411.860,0.47826,666.9432,20,28,2
Cu_20.29,-4.136157247887e+00,-1.113002605522e+01,-14.269926,Kumada,NAN,NAN,408.908,0.47826,823.5613,20,29,2
Cu_20.30,-7.405447160336e+00,-9.129114921497e+00,-8.178927,Negishi,NAN,NAN,535.150,0.34375,1287.657,20,30,2
Cu_20.31,-5.940880691720e+00,-1.040624143735e+01,-17.257312,Kumada,NAN,NAN,480.031,0.39286,783.1135,20,31,2
Cu_20.32,-2.922493199127e+00,4.486289427117e+00,-9.251324,Negishi,NAN,NAN,358.888,0.42857,662.3083,20,32,2
Cu_20.33,-3.379566828183e+00,4.450745120827e+00,-15.075911,Kumada,NAN,NAN,386.941,0.43478,701.0206,20,33,2
Cu_20.34,-4.453295948629e+00,4.183505961742e+00,-10.142474,Negishi,NAN,NAN,414.995,0.4,877.8311,20,34,2
Cu_20.35,-4.869756240528e+00,3.978360298609e+00,-6.203749,Stille,NAN,NAN,443.049,0.37037,776.0800,20,35,2
Cu_20.36,-5.924996498840e+00,3.833257129613e+00,-11.532316,Kumada,NAN,NAN,495.125,0.3871,993.6140,20,36,2
Cu_20.37,-8.296112410649e+00,3.265432555043e+00,-19.097500,Kumada,-8.95965,-0.623774,567.191,0.35135,1467.708,20,37,2
Cu_20.38,-2.888010455136e+00,4.485722906753e+00,1.143990,Hiyama,-9.7096,-0.266509,360.903,0.42857,632.6627,20,38,2
Cu_20.39,-3.478613236954e+00,4.444450865930e+00,-17.147700,Kumada,-9.6097,-0.538934,388.957,0.43478,744.0890,20,39,2
Cu_20.40,-4.240290731628e+00,4.197776729318e+00,-26.649200,Kumada,-9.33558,-0.654406,417.011,0.4,759.1629,20,40,2
Cu_20.41,-7.918833422904e+00,3.262235072260e+00,-22.344100,Kumada,-8.71003,-0.642292,569.206,0.35135,1339.643,20,41,2
Cu_20.42,-2.742411537655e+00,4.787368267272e+00,-13.220390,Kumada,NAN,NAN,399.724,0.47619,690.5949,20,42,2
Cu_20.43,-3.303705787978e+00,4.492214257131e+00,-2.300000,Stille,-9.69218,-0.181101,427.778,0.43478,639.4276,20,43,2
Cu_20.44,-3.322166614005e+00,4.454025324470e+00,-7.672900,Negishi,-9.35518,-0.397904,386.941,0.43478,672.3759,20,44,2
Cu_20.45,-6.024568669919e+00,3.828053697502e+00,-12.477712,Kumada,NAN,NAN,493.109,0.3871,1062.897,20,45,2
Cu_20.46,-6.370995138545e+00,3.794832800060e+00,-11.466047,Kumada,NAN,NAN,513.099,0.39394,1120.067,20,46,2
Cu_20.47,-6.788178856401e+00,3.656940667572e+00,-11.037600,Negishi,-9.36307,-0.698142,527.126,0.38235,1247.786,20,47,2
Cu_20.48,-4.236452403083e+00,4.602658885991e+00,-15.992600,Kumada,-8.95775,-0.369352,422.974,0.46154,880.9962,20,48,2
Cu_20.49,-4.142108092197e+00,4.579631587806e+00,-7.090000,Stille,-9.53076,-0.480442,420.958,0.46154,835.9912,20,49,2
Cu_20.50,7.496452570156e+00,-5.805347577034e+00,0.740000,Hiyama,-10.0248,-0.239058,341.857,0.5,664.3396,20,50,2
Cu_20.51,6.897904275785e+00,-5.716601117435e+00,-4.840000,Stille,-10.3286,-0.181476,376.302,0.47619,781.2774,20,51,2
Cu_20.52,7.115178856318e+00,-5.801447147334e+00,-12.840000,Kumada,-10.1043,-0.233756,376.302,0.47619,643.3155,20,52,2
Cu_20.53,7.280277162286e+00,-5.482443395636e+00,-5.150000,Stille,-10.0684,-0.275587,376.302,0.52381,803.0984,20,53,2
Cu_20.54,7.185163402109e+00,-5.819535668944e+00,-2.680000,Stille,-10.2287,-0.213831,359.847,0.47619,657.7404,20,54,2
Cu_20.55,7.061226905818e+00,-5.767520938410e+00,0.650000,Hiyama,-10.3801,-0.169325,359.847,0.47619,737.6037,20,55,2
Cu_20.56,7.683656824570e+00,-5.711503175993e+00,-10.940000,Negishi,-10.0874,-0.275797,359.847,0.52381,670.7759,20,56,2
Cu_20.57,6.863091901696e+00,-5.695125741490e+00,-8.740000,Negishi,-10.1479,-0.268176,355.884,0.47619,817.9627,20,57,2
Cu_20.58,6.913143145131e+00,-5.723125529336e+00,-3.400000,Stille,-9.95487,-0.248359,355.884,0.47619,782.7500,20,58,2
Cu_20.59,7.480422552776e+00,-5.632470153789e+00,-5.450000,Stille,-9.92628,-0.284290,355.884,0.52381,707.8826,20,59,2
Cu_20.60,6.861647128866e+00,-5.811665816472e+00,-4.190000,Stille,-10.1359,-0.391757,371.883,0.45455,649.6066,20,60,2
Cu_20.61,7.165920473503e+00,-5.725806362923e+00,-9.450000,Negishi,-10.0567,-0.159690,371.883,0.5,683.2836,20,61,2
Cu_20.62,7.378765116059e+00,-5.078340550284e+00,-3.560000,Stille,-9.83373,-0.287084,371.883,0.54545,874.1410,20,62,2
Cu_20.63,6.871703719315e+00,-5.197430463777e+00,-3.640000,Stille,-9.20464,-0.287411,384.925,0.52174,909.8763,20,63,2
Cu_20.64,6.553143844459e+00,-5.726414183904e+00,-7.530000,Negishi,-9.96167,-0.297274,369.910,0.45455,772.6660,20,64,2
Cu_20.65,6.645187211086e+00,-5.676319365082e+00,-6.280000,Stille,-9.72049,-0.422127,383.937,0.47826,715.5452,20,65,2
Cu_20.66,6.732514988119e+00,-5.607316874508e+00,-9.200000,Negishi,-10.0183,-0.210271,395.827,0.47826,833.9318,20,66,2
Cu_20.67,9.386042939459e+00,-1.798648071856e+01,-2.553186,Stille,NAN,NAN,330.830,0.57143,572.9996,20,67,2
Cu_20.68,8.027431678562e+00,-1.906343404733e+01,-1.650000,Stille,-10.0725,-0.067349,320.835,0.5,709.4506,20,68,2
Cu_20.69,7.453817370818e+00,-6.006239246708e+00,-1.800000,Stille,-9.97909,-0.300924,321.867,0.44444,601.5961,20,69,2
Cu_20.70,6.574927239063e+00,-5.651577273452e+00,-12.093876,Kumada,NAN,NAN,383.937,0.47826,751.2488,20,70,2
Cu_20.71,-1.249747183962e+00,4.854507007038e+00,-13.160000,Kumada,-10.6711,0.084645,290.765,0.5,521.3085,20,71,2
Cu_20.72,-6.270871242414e+00,-1.015695601460e+01,-13.962155,Kumada,NAN,NAN,463.983,0.39286,846.6069,20,72,2
Cu_20.73,-7.171724058916e+00,-8.719143830205e+00,-6.981167,Stille,NAN,NAN,523.007,0.375,1357.008,20,73,2
Cu_20.74,-4.765083746241e+00,-1.102553625418e+01,-12.193003,Kumada,NAN,NAN,381.922,0.42857,856.6551,20,74,2
Cu_20.75,-4.909974866436e+00,-1.114500705467e+01,-12.696198,Kumada,NAN,NAN,400.881,0.40909,782.3332,20,75,2
Cu_20.76,-9.535011404650e+00,2.603190420401e+00,-12.854231,Kumada,NAN,NAN,651.352,0.27907,1511.855,20,76,2
Cu_20.77,-9.155585614884e+00,2.291989861273e+00,-4.787098,Stille,NAN,NAN,653.368,0.27907,1225.750,20,77,2
Cu_20.78,-1.950003924614e+00,4.709606167525e+00,6.506354,None,NAN,NAN,330.810,0.47368,575.5423,20,78,2
Cu_20.79,7.613242219300e+00,-5.941906156518e+00,10.728108,None,NAN,NAN,331.818,0.47368,610.8473,20,79,2
Cu_20.80,9.485541097227e+00,-1.797898689275e+01,6.539303,None,NAN,NAN,331.818,0.57143,570.8074,20,80,2
Cu_20.81,-7.527869801901e+00,-9.660214013943e+00,-8.732429,Negishi,NAN,NAN,543.041,0.32353,951.6877,20,81,2
Cu_20.82,-5.539619053604e+00,-1.078689929011e+01,-13.716969,Kumada,NAN,NAN,426.967,0.375,809.3121,20,82,2
Cu_20.83,-6.046649652741e+00,-1.041867370535e+01,-13.283082,Kumada,NAN,NAN,472.000,0.37037,780.1772,20,83,2
Cu_20.84,-7.115913312707e+00,-8.757463245816e+00,-4.960717,Stille,NAN,NAN,529.142,0.40625,1260.678,20,84,2
Cu_20.85,6.280230523142e+00,-5.569604062142e+00,-8.199280,Negishi,NAN,NAN,408.947,0.48,737.6163,20,85,2
Cu_20.86,6.320202344333e+00,-4.849369740482e+00,-7.989497,Negishi,NAN,NAN,406.932,0.52,979.1540,20,86,2
Cu_20.87,7.299194990491e+00,-5.933382795715e+00,-9.489785,Negishi,NAN,NAN,344.861,0.45,582.2723,20,87,2
Cu_20.88,7.361882207383e+00,-4.154929760569e+00,-7.083481,Stille,NAN,NAN,372.871,0.54545,1045.477,20,88,2
